cp_id,case_id,person_id,role
ROB-CP-0208,CASE-0243,PERSON-0255,SUSPECT
ROB-CP-0209,CASE-1071,PERSON-0232,SUSPECT
ROB-CP-0210,CASE-1071,PERSON-0795,SUSPECT
ROB-CP-0211,CASE-0124,PERSON-0583,SUSPECT
ROB-CP-0212,CASE-0124,PERSON-0636,SUSPECT
ROB-CP-0213,CASE-0167,PERSON-0271,SUSPECT
ROB-CP-0214,CASE-0167,PERSON-0677,SUSPECT
ROB-CP-0215,CASE-0597,PERSON-0609,SUSPECT
ROB-CP-0216,CASE-0597,PERSON-0482,SUSPECT
ROB-CP-0217,CASE-0542,PERSON-0704,SUSPECT
ROB-CP-0218,CASE-0542,PERSON-0240,SUSPECT
ROB-CP-0219,CASE-0236,PERSON-0203,SUSPECT
ROB-CP-0220,CASE-0236,PERSON-0436,SUSPECT
ROB-CP-0221,CASE-0340,PERSON-0074,SUSPECT
ROB-CP-0222,CASE-0340,PERSON-0062,SUSPECT
ROB-CP-0223,CASE-0623,PERSON-0480,SUSPECT
ROB-CP-0224,CASE-0623,PERSON-0706,SUSPECT
ROB-CP-0225,CASE-0082,PERSON-0083,SUSPECT
ROB-CP-0226,CASE-0082,PERSON-0613,SUSPECT
ROB-CP-0227,CASE-1179,PERSON-0235,SUSPECT
ROB-CP-0228,CASE-1179,PERSON-0985,SUSPECT
ROB-CP-0229,CASE-0083,PERSON-0276,SUSPECT
ROB-CP-0230,CASE-0083,PERSON-0591,SUSPECT
ROB-CP-0231,CASE-0893,PERSON-0186,SUSPECT
ROB-CP-0232,CASE-0893,PERSON-0600,SUSPECT
ROB-CP-0233,CASE-0658,PERSON-0419,SUSPECT
ROB-CP-0234,CASE-0658,PERSON-0342,SUSPECT
ROB-CP-0235,CASE-1127,PERSON-0968,SUSPECT
ROB-CP-0236,CASE-1127,PERSON-0411,SUSPECT
ROB-CP-0237,CASE-0003,PERSON-0886,SUSPECT
ROB-CP-0238,CASE-0003,PERSON-0527,SUSPECT
ROB-CP-0239,CASE-1021,PERSON-0638,SUSPECT
ROB-CP-0240,CASE-1021,PERSON-0775,SUSPECT
ROB-CP-0241,CASE-0993,PERSON-0449,SUSPECT
ROB-CP-0242,CASE-0993,PERSON-0902,SUSPECT
ROB-CP-0243,CASE-0029,PERSON-0319,SUSPECT
ROB-CP-0244,CASE-0029,PERSON-0565,SUSPECT
ROB-CP-0245,CASE-0241,PERSON-0473,SUSPECT
ROB-CP-0246,CASE-0241,PERSON-0970,SUSPECT
ROB-CP-0247,CASE-0989,PERSON-0280,SUSPECT
ROB-CP-0248,CASE-0989,PERSON-0426,SUSPECT
ROB-CP-0249,CASE-0280,PERSON-0765,SUSPECT
ROB-CP-0250,CASE-0280,PERSON-0901,SUSPECT
ROB-CP-0251,CASE-0612,PERSON-0003,SUSPECT
ROB-CP-0252,CASE-0612,PERSON-0290,SUSPECT
ROB-CP-0253,CASE-0681,PERSON-0496,SUSPECT
ROB-CP-0254,CASE-0681,PERSON-0354,SUSPECT
ROB-CP-0255,CASE-1172,PERSON-0715,SUSPECT
ROB-CP-0256,CASE-1172,PERSON-0245,SUSPECT
ROB-CP-0257,CASE-0791,PERSON-0831,SUSPECT
ROB-CP-0258,CASE-0791,PERSON-0391,SUSPECT
ROB-CP-0259,CASE-0259,PERSON-0988,SUSPECT
ROB-CP-0260,CASE-0259,PERSON-0038,SUSPECT
ROB-CP-0261,CASE-0936,PERSON-0103,SUSPECT
ROB-CP-0262,CASE-0936,PERSON-0539,SUSPECT
ROB-CP-0263,CASE-0543,PERSON-0481,SUSPECT
ROB-CP-0264,CASE-0543,PERSON-0801,SUSPECT
ROB-CP-0265,CASE-1093,PERSON-0691,SUSPECT
ROB-CP-0266,CASE-1093,PERSON-0880,SUSPECT
ROB-CP-0267,CASE-1109,PERSON-0500,SUSPECT
ROB-CP-0268,CASE-1109,PERSON-0894,SUSPECT
ROB-CP-0269,CASE-0186,PERSON-0233,SUSPECT
ROB-CP-0270,CASE-0186,PERSON-0765,SUSPECT
ROB-CP-0271,CASE-0341,PERSON-0103,SUSPECT
ROB-CP-0272,CASE-0341,PERSON-0455,SUSPECT
ROB-CP-0273,CASE-0299,PERSON-0384,SUSPECT
ROB-CP-0274,CASE-0299,PERSON-0442,SUSPECT
ROB-CP-0275,CASE-1249,PERSON-0180,SUSPECT
ROB-CP-0276,CASE-1249,PERSON-0081,SUSPECT
ROB-CP-0277,CASE-0942,PERSON-0654,SUSPECT
ROB-CP-0278,CASE-0942,PERSON-0261,SUSPECT
ROB-CP-0279,CASE-1120,PERSON-0295,SUSPECT
ROB-CP-0280,CASE-1120,PERSON-0694,SUSPECT
ROB-CP-0281,CASE-0513,PERSON-0986,SUSPECT
ROB-CP-0282,CASE-0513,PERSON-0435,SUSPECT
ROB-CP-0283,CASE-1172,PERSON-0243,SUSPECT
ROB-CP-0284,CASE-1172,PERSON-0391,SUSPECT
ROB-CP-0285,CASE-0101,PERSON-0009,SUSPECT
ROB-CP-0286,CASE-0101,PERSON-0580,SUSPECT
ROB-CP-0287,CASE-1244,PERSON-0819,SUSPECT
ROB-CP-0288,CASE-1244,PERSON-0236,SUSPECT
ROB-CP-0289,CASE-0281,PERSON-0739,SUSPECT
ROB-CP-0290,CASE-0281,PERSON-0786,SUSPECT
ROB-CP-0291,CASE-0185,PERSON-0750,SUSPECT
ROB-CP-0292,CASE-0185,PERSON-0135,SUSPECT
ROB-CP-0293,CASE-1088,PERSON-0995,SUSPECT
ROB-CP-0294,CASE-1088,PERSON-0375,SUSPECT
ROB-CP-0295,CASE-0987,PERSON-0845,SUSPECT
ROB-CP-0296,CASE-0987,PERSON-0967,SUSPECT
ROB-CP-0297,CASE-0463,PERSON-0078,SUSPECT
ROB-CP-0298,CASE-0463,PERSON-0145,SUSPECT
ROB-CP-0299,CASE-1142,PERSON-0867,SUSPECT
ROB-CP-0300,CASE-1142,PERSON-0824,SUSPECT
ROB-CP-0301,CASE-0537,PERSON-0689,SUSPECT
ROB-CP-0302,CASE-0537,PERSON-0767,SUSPECT
ROB-CP-0303,CASE-1150,PERSON-0906,SUSPECT
ROB-CP-0304,CASE-1150,PERSON-0966,SUSPECT
ROB-CP-0305,CASE-0619,PERSON-0932,SUSPECT
ROB-CP-0306,CASE-0619,PERSON-0718,SUSPECT
ROB-CP-0307,CASE-0481,PERSON-0119,SUSPECT
ROB-CP-0308,CASE-0481,PERSON-0100,SUSPECT
ROB-CP-0309,CASE-0859,PERSON-0969,SUSPECT
ROB-CP-0310,CASE-0859,PERSON-0554,SUSPECT
ROB-CP-0311,CASE-0836,PERSON-0502,SUSPECT
ROB-CP-0312,CASE-0836,PERSON-0631,SUSPECT
ROB-CP-0313,CASE-0743,PERSON-0974,SUSPECT
ROB-CP-0314,CASE-0743,PERSON-0242,SUSPECT
ROB-CP-0315,CASE-0566,PERSON-0063,SUSPECT
ROB-CP-0316,CASE-0566,PERSON-0408,SUSPECT
ROB-CP-0317,CASE-0435,PERSON-0094,SUSPECT
ROB-CP-0318,CASE-0435,PERSON-0679,SUSPECT
ROB-CP-0319,CASE-0258,PERSON-0342,SUSPECT
ROB-CP-0320,CASE-0258,PERSON-0250,SUSPECT
ROB-CP-0321,CASE-0478,PERSON-0601,SUSPECT
ROB-CP-0322,CASE-0478,PERSON-0222,SUSPECT
ROB-CP-0323,CASE-0297,PERSON-0284,SUSPECT
ROB-CP-0324,CASE-0297,PERSON-0880,SUSPECT
ROB-CP-0325,CASE-0488,PERSON-0367,SUSPECT
ROB-CP-0326,CASE-0488,PERSON-0809,SUSPECT
ROB-CP-0327,CASE-0131,PERSON-0117,SUSPECT
ROB-CP-0328,CASE-0131,PERSON-0764,SUSPECT
ROB-CP-0329,CASE-0089,PERSON-0516,SUSPECT
ROB-CP-0330,CASE-0089,PERSON-0227,SUSPECT
ROB-CP-0331,CASE-0064,PERSON-0470,SUSPECT
ROB-CP-0332,CASE-0064,PERSON-0659,SUSPECT
ROB-CP-0333,CASE-0909,PERSON-0111,SUSPECT
ROB-CP-0334,CASE-0909,PERSON-0503,SUSPECT
ROB-CP-0335,CASE-1199,PERSON-0640,SUSPECT
ROB-CP-0336,CASE-1199,PERSON-0649,SUSPECT
ROB-CP-0337,CASE-0882,PERSON-0518,SUSPECT
ROB-CP-0338,CASE-0882,PERSON-0620,SUSPECT
ROB-CP-0339,CASE-0441,PERSON-0565,SUSPECT
ROB-CP-0340,CASE-0441,PERSON-0739,SUSPECT
ROB-CP-0341,CASE-0641,PERSON-0748,SUSPECT
ROB-CP-0342,CASE-0641,PERSON-0098,SUSPECT
ROB-CP-0343,CASE-0175,PERSON-0069,SUSPECT
ROB-CP-0344,CASE-0175,PERSON-0094,SUSPECT
ROB-CP-0345,CASE-1151,PERSON-0601,SUSPECT
ROB-CP-0346,CASE-1151,PERSON-0980,SUSPECT
ROB-CP-0347,CASE-0106,PERSON-0434,SUSPECT
ROB-CP-0348,CASE-0106,PERSON-0889,SUSPECT
ROB-CP-0349,CASE-0460,PERSON-0673,SUSPECT
ROB-CP-0350,CASE-0460,PERSON-0494,SUSPECT
ROB-CP-0351,CASE-1149,PERSON-0827,SUSPECT
ROB-CP-0352,CASE-1149,PERSON-0440,SUSPECT
ROB-CP-0353,CASE-0548,PERSON-0027,SUSPECT
ROB-CP-0354,CASE-0548,PERSON-0624,SUSPECT
ROB-CP-0355,CASE-0294,PERSON-0186,SUSPECT
ROB-CP-0356,CASE-0294,PERSON-0891,SUSPECT
ROB-CP-0357,CASE-1087,PERSON-0094,SUSPECT
ROB-CP-0358,CASE-1087,PERSON-0765,SUSPECT
ROB-CP-0359,CASE-1163,PERSON-0796,SUSPECT
ROB-CP-0360,CASE-1163,PERSON-0965,SUSPECT
ROB-CP-0361,CASE-0908,PERSON-0084,SUSPECT
ROB-CP-0362,CASE-0908,PERSON-0279,SUSPECT
ROB-CP-0363,CASE-0881,PERSON-0117,SUSPECT
ROB-CP-0364,CASE-0881,PERSON-0354,SUSPECT
ROB-CP-0365,CASE-0113,PERSON-0405,SUSPECT
ROB-CP-0366,CASE-0113,PERSON-0614,SUSPECT
ROB-CP-0367,CASE-0246,PERSON-0297,SUSPECT
ROB-CP-0368,CASE-0246,PERSON-0336,SUSPECT
ROB-CP-0369,CASE-0726,PERSON-0513,SUSPECT
ROB-CP-0370,CASE-0726,PERSON-0573,SUSPECT
ROB-CP-0371,CASE-0880,PERSON-0321,SUSPECT
ROB-CP-0372,CASE-0880,PERSON-0590,SUSPECT
ROB-CP-0373,CASE-0943,PERSON-0176,SUSPECT
ROB-CP-0374,CASE-0943,PERSON-0821,SUSPECT
ROB-CP-0375,CASE-0821,PERSON-0447,SUSPECT
ROB-CP-0376,CASE-0821,PERSON-0604,SUSPECT
ROB-CP-0377,CASE-0157,PERSON-0798,SUSPECT
ROB-CP-0378,CASE-0157,PERSON-0173,SUSPECT
ROB-CP-0379,CASE-0720,PERSON-0795,SUSPECT
ROB-CP-0380,CASE-0720,PERSON-0358,SUSPECT
ROB-CP-0381,CASE-0525,PERSON-0106,SUSPECT
ROB-CP-0382,CASE-0525,PERSON-0150,SUSPECT
ROB-CP-0383,CASE-1012,PERSON-0182,SUSPECT
ROB-CP-0384,CASE-1012,PERSON-0975,SUSPECT
ROB-CP-0385,CASE-1157,PERSON-0947,SUSPECT
ROB-CP-0386,CASE-1157,PERSON-0904,SUSPECT
ROB-CP-0387,CASE-0310,PERSON-0643,SUSPECT
ROB-CP-0388,CASE-0310,PERSON-0324,SUSPECT
ROB-CP-0389,CASE-0721,PERSON-0606,SUSPECT
ROB-CP-0390,CASE-0721,PERSON-0058,SUSPECT
ROB-CP-0391,CASE-0185,PERSON-0079,SUSPECT
ROB-CP-0392,CASE-0185,PERSON-0661,SUSPECT
ROB-CP-0393,CASE-0922,PERSON-0918,SUSPECT
ROB-CP-0394,CASE-0922,PERSON-0043,SUSPECT
ROB-CP-0395,CASE-0309,PERSON-0488,SUSPECT
ROB-CP-0396,CASE-0309,PERSON-0514,SUSPECT
ROB-CP-0397,CASE-0081,PERSON-0662,SUSPECT
ROB-CP-0398,CASE-0081,PERSON-0177,SUSPECT
ROB-CP-0399,CASE-0746,PERSON-0625,SUSPECT
ROB-CP-0400,CASE-0746,PERSON-0163,SUSPECT
ROB-CP-0401,CASE-0686,PERSON-0054,SUSPECT
ROB-CP-0402,CASE-0686,PERSON-0809,SUSPECT
ROB-CP-0403,CASE-1235,PERSON-0742,SUSPECT
ROB-CP-0404,CASE-1235,PERSON-0873,SUSPECT
ROB-CP-0405,CASE-0803,PERSON-0359,SUSPECT
ROB-CP-0406,CASE-0803,PERSON-0318,SUSPECT
ROB-CP-0407,CASE-1079,PERSON-0833,SUSPECT
ROB-CP-0408,CASE-1079,PERSON-0131,SUSPECT
ROB-CP-0409,CASE-0439,PERSON-0185,SUSPECT
ROB-CP-0410,CASE-0439,PERSON-0974,SUSPECT
ROB-CP-0411,CASE-0208,PERSON-0080,SUSPECT
ROB-CP-0412,CASE-0208,PERSON-0303,SUSPECT
ROB-CP-0413,CASE-0690,PERSON-0039,SUSPECT
ROB-CP-0414,CASE-0690,PERSON-0678,SUSPECT
ROB-CP-0415,CASE-0340,PERSON-0852,SUSPECT
ROB-CP-0416,CASE-0340,PERSON-0710,SUSPECT
ROB-CP-0417,CASE-0920,PERSON-0626,SUSPECT
ROB-CP-0418,CASE-0920,PERSON-0292,SUSPECT
ROB-CP-0419,CASE-0398,PERSON-0926,SUSPECT
ROB-CP-0420,CASE-0398,PERSON-0856,SUSPECT
ROB-CP-0421,CASE-0783,PERSON-0788,SUSPECT
ROB-CP-0422,CASE-0783,PERSON-0289,SUSPECT
ROB-CP-0423,CASE-0513,PERSON-0142,SUSPECT
ROB-CP-0424,CASE-0513,PERSON-0894,SUSPECT
ROB-CP-0425,CASE-1057,PERSON-0106,SUSPECT
ROB-CP-0426,CASE-1057,PERSON-0729,SUSPECT
ROB-CP-0427,CASE-0302,PERSON-0928,SUSPECT
ROB-CP-0428,CASE-0302,PERSON-0526,SUSPECT
ROB-CP-0429,CASE-0850,PERSON-0953,SUSPECT
ROB-CP-0430,CASE-0850,PERSON-0028,SUSPECT
ROB-CP-0431,CASE-0203,PERSON-0029,SUSPECT
ROB-CP-0432,CASE-0203,PERSON-0327,SUSPECT
ROB-CP-0433,CASE-0968,PERSON-0940,SUSPECT
ROB-CP-0434,CASE-0968,PERSON-0850,SUSPECT
ROB-CP-0435,CASE-0163,PERSON-0631,SUSPECT
ROB-CP-0436,CASE-0163,PERSON-0006,SUSPECT
